Guildford Borough Council - Business Rates information as at 1 April 2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This file contains information on rateable values, charges, reliefs and ratepayers as at 1 April 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
For additional information please see https://www.guildford.gov.uk/businessrates.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Place Ref,Property Addr 1,Property Addr 2,Property Addr 3,Property Addr 4,Property Addr 5,Property Post Code,Property Description,31/03/2017 Rateable Value,31/03/2023 Rateable Value,Current Rateable Value,Annual Charge,Transitional Reduction,Empty (Y/N) or Not Available (N/A),Date Fell Empty,Empty Exemption,Small Business Rate Relief (Y/N),Mandatory Relief (Y/N),Mandatory Relief %,Discretionary Relief (Y/N),Discretionary Relief %,Rural Rate Relief Y/N,Supporting Small Business Relief,Retail Discount Y/N,Name,Correspondence Addr 1,Correspondence Addr 2,Correspondence Addr 3,Correspondence Addr 4,Correspondence Addr 5,Correspondence Post Code
244781605,Joinery at,Russell Place Farm,Frog Grove Lane,Wood Street Village,Guildford Surrey,GU3 3EZ,WORKSHOP AND PREMISES,"5,300","9,200","10,500","5,239.50",0.00,N/A,,,Y,N,0,N,0,N,N,N,,,,,,,
244781606,Unit 1,Russell Place Farm,Frog Grove Lane,Wood Street Village,Guildford Surrey,GU3 3EZ,WAREHOUSE AND PREMISES,"2,900","4,700","5,700","2,708.83",135.47,N,,,Y,N,0,N,0,N,N,N,Paul Stephenson Ltd T/a Stirling Services,Unit 1,Russell Place Farm,Frog Grove Lane,Wood Street Village,Guildford Surrey,GU3 3EZ
244781607,Car Storage At,Russell Place Farm,Frog Grove Lane,Wood Street Village,Guildford Surrey,GU3 3EZ,WAREHOUSE AND PREMISES,"2,600","4,000","4,800","2,305.38",89.82,N/A,,,Y,N,0,N,0,N,N,N,,,,,,,
244840452,The Blanket Box,Gooserye Road,Worplesdon,Guildford,Surrey,GU3 3RQ,STORE AND PREMISES,"7,400","7,400","8,700","4,264.95",76.35,N/A,,,Y,N,0,N,0,N,N,N,,,,,,,
244960311,Frosbury Farm Feeds,Gravetts Lane,Guildford,Surrey,,GU3 3JW,WAREHOUSE AND PREMISES,"15,750","14,000","20,500","10,042.38",187.12,N,,,N,N,0,N,0,N,Y,Y,Frosburys Ltd,Frosbury Farm Feeds,Gravetts Lane,Guildford,Surrey,,GU3 3JW
244960312,Livery Yard at Frosbury Farm,Gravetts Lane,Guildford,Surrey,,GU3 3JW,STABLES & PREMISES,"2,400","6,400","6,400","3,193.60",0.00,N/A,,,Y,N,0,N,0,N,N,N,,,,,,,
244960315,Offices (Left Hand Side) at Frosbury Farm,Gravetts Lane,Guildford,Surrey,,GU3 3JW,OFFICES AND PREMISES,"9,300","11,500","12,750","6,362.25",0.00,N,,,N,N,0,N,0,N,N,N,Reso Ltd,Offices 1 & 2 RHS,at Frosbury Farm,Gravetts Lane,Guildford,Surrey,GU3 3JW
244960318,Suites 1 & 2,Frosbury Farm,Gravetts Lane,Guildford,Surrey,GU3 3JW,OFFICES AND PREMISES,,"16,750","18,250","9,106.75",0.00,N,,,N,N,0,N,0,N,N,N,Reso Ltd,Offices 1 & 2 RHS,at Frosbury Farm,Gravetts Lane,Guildford,Surrey,GU3 3JW
244960340,Gravetts Lane Farm,Gravetts Lane,Guildford,Surrey,,GU3 3JR,WORKSHOP AND PREMISES,"17,500","20,500","28,500","14,221.50",0.00,N,,,N,N,0,N,0,N,N,N,T J Hunt (Contracting) Ltd,Gravetts Lane Farm,Gravetts Lane,Guildford,Surrey,,GU3 3JR
245320071,Holly Lane Shop,Holly Lane,Guildford,Surrey,,GU3 3PA,SHOWROOM AND PREMISES,"3,400","3,400","4,100","1,959.57",86.33,N/A,,,Y,N,0,N,0,N,N,N,,,,,,,
245320073,The Barn,Holly Lane,Guildford,Surrey,,GU3 3PA,WORKSHOP AND PREMISES,"2,500","6,000","6,800","3,393.20",0.00,N/A,,,N,N,0,N,0,N,N,N,,,,,,,
245320171,Merrist Wood Campus,Holly Lane,Guildford,Surrey,,GU3 3PE,COLLEGE AND PREMISES,"482,500","600,000","690,000","376,740.00",0.00,N,,,N,Y,80,N,0,N,N,N,Guildford College of Further & Higher Education,Activate Learning Finance Department,Guildford College,Stoke Road,Guildford,,GU1 1EZ
245320172,Former Green Keeper's Shed,Roker Park Golf Club,Holly Lane,Guildford,Surrey,GU3 3PB,STORE AND PREMISES,,"3,200","3,700","1,844.30",2.00,N,,,N,N,0,N,0,N,N,N,Rokers (Little Angels) Play World Limited,Former Green Keepers Shed,Roker Park Golf Club,Holly Lane,Guildford,Surrey,GU3 3PB
245320173,Rokers Farmhouse Restaurant,Roker Park Golf Club,Holly Lane,Guildford,Surrey,GU3 3PB,RESTAURANT AND PREMISES,,"28,500","25,500","12,724.50",0.00,N,,,N,N,0,N,0,N,N,Y,Rokers (Little Angels) Play World Limited,Former Green Keepers Shed,Roker Park Golf Club,Holly Lane,Guildford,Surrey,GU3 3PB
245320191,Merrist Wood Golf Club,Holly Lane,Guildford,Surrey,,GU3 3PE,GOLF COURSE AND PREMISES,"90,500","65,000","65,500","35,763.00",0.00,N,,,N,N,0,N,0,N,N,Y,Lavershot Oaks Ltd,Unit 17 Hall Grove Farm,Bagshot,Surrey,,,GU19 5HP
245440150,Village Hall,Jacobs Well Road,Guildford,Surrey,,GU4 7NZ,"HALL, CLUB AND PREMISES","4,600","4,600","9,200","2,651.19","1,939.61",N,,,N,Y,80,Y,20,N,N,N,Jacobs Well Village Hall Trust,,,,,,
245440270,Safeguard House,Clay Lane,Guildford,Surrey,,GU4 7PF,"WAREHOUSE, WORKSHOP AND PREMISES","67,000","35,750","49,500","24,700.50",0.00,N,,,N,N,0,N,0,N,N,Y,Safeguard Coaches Ltd,Safeguard House,Clay Lane,Guildford,Surrey,,GU4 7PF
245440272,The Ives,Clay Lane,Guildford,Surrey,,GU4 7PF,HAIRDRESSING SALON AND PREMISES,355,570,500,249.50,0.00,N/A,,,Y,N,0,N,0,N,N,N,,,,,,,
245440350,Scout H Q,Jacobs Well Road,Guildford,Surrey,,GU4 7NZ,SCOUT HUT AND PREMISES,"1,225","1,225","2,900",706.02,741.08,N,,,N,Y,80,Y,20,N,N,N,1st Jacobs Well Scout & Guides,,,,,,
245500433,Independent Distribution Network Operator,Keens Lane,Guildford,Surrey,,GU3 3JS,Independent Distribution Network Operator,,580,"1,250",334.28,289.47,N,,,N,N,0,N,0,N,N,N,The Electricity Network Company Ltd,Avison Young,P O Box 6079,Wolverhampton,,,WV1 9RA
245500900,Transmitter Mast Highway Site 71264 Adj to Heritage House,Keens Lane,Guildford,Surrey,,GU3 3JS,COMMUNICATION STATION AND PREMISES,"4,700","4,850","5,600","2,794.40",0.00,N,,,N,N,0,N,0,N,N,N,Mobile Broadband Network Ltd,Avison Young,PO Box 6079,Wolverhampton,,,WV1 9RA
245800041,Transmitter Mast (GU0019) at,Littlefield Manor,Littlefield Common,Guildford,Surrey,GU3 3HJ,COMMUNICATION STATION AND PREMISES,"5,100","6,500","7,300","3,642.70",0.00,N,,,N,N,0,N,0,N,N,N,Mobile Broadband Network Ltd,Avison Young,PO Box 6079,Wolverhampton,,,WV1 9RA
245800042,Riding Arena,Littlefield Manor,Littlefield Common,Guildford,Surrey,GU3 3HJ,DIY LIVERY,"4,600","12,000","12,000","5,988.00",0.00,N/A,,,Y,N,0,N,0,N,N,N,,,,,,,
245920012,Willow Cottage,Littlefield Common,Guildford,Surrey,,GU3 3HH,SELF CATERING HOLIDAY UNIT AND PREMISES,,"5,400","3,300","1,646.70",0.00,N/A,,,Y,N,0,N,0,N,N,N,,,,,,,
246400891,Royal Oak,89 Oak Hill,Wood Street Village,Guildford,Surrey,GU3 3DA,PUBLIC HOUSE AND PREMISES,"15,400","8,400","5,000","2,495.00",0.00,N/A,,,Y,N,0,N,0,N,N,N,,,,,,,
246400900,Car Park Adj To,Wood Street Infant School,Oak Hill,Wood Street Village,Guildford Surrey,GU3 3ET,CAR PARK AND PREMISES,"1,875","2,025","2,025","1,010.48",0.00,N,,,N,N,0,N,0,N,N,N,Worplesdon Parish Council,Unit 6 Parklands,Railton Road,Guildford,Surrey,,GU2 9JZ
246401041,104 Oak Hill,Wood Street Village,Guildford,Surrey,,GU3 3ES,SHOP AND PREMISES,"4,600","4,600","5,200","2,594.80",0.00,N/A,,,N,N,0,N,0,N,N,Y,,,,,,,
246401141,Wood Street Service Station,114 Oak Hill,Wood Street Village,Guildford,Surrey,GU3 3ET,WORKSHOP AND PREMISES,"12,750","12,000","15,250","6,916.14",693.61,N,,,N,N,0,N,0,N,Y,N,Transport Maintenance Ltd,Wood Street Service Station,114 Oak Hill,Wood Street Village,Guildford,Surrey,GU3 3ET
246401155,Unit 1 Hesters Yard,116 Oak Hill,Wood Street Village,Guildford,Surrey,GU3 3ES,STORE AND PREMISES,"5,800","7,600","8,800","4,380.22",10.98,N/A,,,Y,N,0,N,0,N,N,N,,,,,,,
246401156,Unit 2 LHS,Hesters Yard,116 Oak Hill,Wood Street Village,Guildford Surrey,GU3 3ET,WORKSHOP AND PREMISES,"5,400","5,400","6,100","3,043.90",0.00,N/A,,,Y,N,0,N,0,N,N,N,,,,,,,
246401157,Unit 2 RHS,Hesters Yard,116 Oak Hill,Wood Street Village,Guildford Surrey,GU3 3ET,WORKSHOP AND PREMISES,"13,250","13,250","15,500","7,636.57",97.93,N,,,N,N,0,N,0,N,Y,N,JDS Decorations Ltd,,,,,,
246460162,Grangefield Yard,Oak Tree Close,Jacobs Well,Guildford,Surrey,GU4 7PU,Store and Premises,,,"9,100","4,540.90",0.00,N,,,N,N,0,N,0,N,N,N,Sheerwater Glass Ltd,23-27 Dartmouth Avenue,Woking,Surrey,,,GU21 5PE
246521652,Transmitter Mast Highway Site (shared 40388) Fronting Garage Block,Park Barn Drive,Guildford,Surrey,,GU2 8EU,COMMUNICATION STATION AND PREMISES,"3,150","5,200","6,200","2,996.99",96.81,N,,,N,N,0,N,0,N,N,N,Telefonica UK Ltd,Colliers International Rating UK LLP,P O Box 4406,Interface Business Park,Swindon,,SN4 4RQ
246640193,Asperion Hillside Hotel,Perry Hill,Worplesdon,Guildford,Surrey,GU3 3RF,HOTEL AND PREMISES,"18,000","28,300","24,400","12,175.60",0.00,N,,,N,N,0,N,0,N,N,Y,Asperion Group Ltd,Asperion Hillside Hotel,Perry Hill,Worplesdon,Guildford,Surrey,GU3 3RF
246640211,Worplesdon Place,Perry Hill,Worplesdon,Guildford,Surrey,GU3 3RY,PUBLIC HOUSE AND PREMISES,"140,000","121,700","126,000","68,796.00",0.00,N,,,N,N,0,N,0,N,N,N,Young & Cos Brewery plc t/a Worplesdon Place,Copper House,5 Garratt Lane,Wandsworth,London,,SW18 4AQ
246640241,White Lyon House,Perry Hill,Worplesdon,Guildford,Surrey,GU3 3RE,PUBLIC HOUSE AND PREMISES,"22,400","45,100","28,100","14,021.90",0.00,N,,,N,N,0,N,0,N,N,N,Portchester Build Ltd,White Lyon House,Perry Hill,Worplesdon,Guildford,Surrey,GU3 3RE
246640440,Worplesdon Memorial Hall,Perry Hill,Worplesdon,Guildford,Surrey,GU3 3RD,HALL AND PREMISES,"8,000","8,100","17,750","4,668.40","4,188.85",N,,,N,Y,80,N,0,N,N,N,Worplesdon Memorial Trustees,Worplesdon Memorial Hall,Perry Hill,Worplesdon,Guildford,Surrey,GU3 3RD
246640442,Worplesdon Tennis Club,R/O Memorial Hall,Perry Hill,Worplesdon,Guildford Surrey,GU3 3RD,TENNIS CLUB AND PREMISES,"1,275","1,275","4,250",734.84,"1,385.91",N,,,N,Y,80,N,0,N,N,Y,Worplesdon Tennis Club Limited,,,,,,
246640490,Perry Hill Antiques,Perry Hill,Worplesdon,Guildford,Surrey,GU3 3RD,SHOP AND PREMISES,"3,450","3,450","4,600","1,988.39",307.01,N/A,,,Y,N,0,N,0,N,N,N,,,,,,,
246640700,Twelve Acres,Perry Hill,Worplesdon,Guildford,Surrey,GU3 3RB,LAND USED FOR STORAGE AND PREMISES,"4,550","8,000","9,600","4,610.76",179.64,N/A,,,N,N,0,N,0,N,N,N,,,,,,,
246640720,Adjacent to Bungalow,Perry Hill,Worplesdon,Guildford,Surrey,GU3 3RB,LAND USED FOR STORAGE AND PREMISES,"21,500","26,250","36,000","17,964.00",0.00,N/A,,,N,N,0,N,0,N,N,N,,,,,,,
246700060,Luxford Cottage Farm,Pinks Hill,Wood Street Village,Guildford,Surrey,GU3 3BN,WAREHOUSE AND PREMISES,"13,750","16,500","19,500","9,509.70",220.80,N/A,,,N,N,0,N,0,N,N,N,,,,,,,
246760330,Grosvenor Garage,Pitch Place,Worplesdon Road,Guildford,Surrey,GU3 3LD,CAR SHOWROOM AND PREMISES,"120,000","135,000","170,000","92,820.00",0.00,N,,,N,N,0,N,0,N,N,N,Yeomans Ltd t/a Yeomans Honda,Yeomans House,33 Brougham Road,Worthing,West Sussex,,BN11 2NR
246760380,Sandpits,Pitch Place,Worplesdon Road,Guildford,Surrey,GU3 3LQ,RIFLE RANGE AND PREMISES,"1,275","1,275","1,275",636.23,0.00,N,,,Y,N,0,N,0,N,N,N,Worplesdon & District Target Shooting Club,,,,,,
247120042,Stables @ Old Mill House,Rickford,Guildford,Surrey,,GU3 3PJ,BRICK STABLES AND TACK ROOM,"1,875","4,350","4,200","2,095.80",0.00,N/A,,,Y,N,0,N,0,N,N,N,,,,,,,
247120051,Rickford House,Rickford,Guildford,Surrey,,GU3 3PJ,SHOP AND PREMISES,"12,750","13,500","17,500","7,780.66",951.84,N,,,N,N,0,N,0,N,N,Y,Christmas Bakery Limited,Rickford House,Rickford,Guildford,Surrey,,GU3 3PJ
247330011,"Telecommunication Mast, SU0111",Holly Farm,Rydes Hill,Guildford,,GU2 9TX,COMMUNICATION STATION AND PREMISES,"5,600","6,200","7,100","3,542.90",0.00,N,,,N,N,0,N,0,N,N,N,Mobile Broadband Network Ltd,Avison Young,PO Box 6079,Wolverhampton,,,WV1 9RA
247540051,Storage @ Stringers Barn,Salt Box Road,Guildford,Surrey,,GU4 7PX,STORE AND PREMISES,"6,000","5,700","6,700","3,285.17",58.13,N,,,Y,N,0,N,0,N,N,N,DDK Machine Movers Ltd,Storage @ Stringers Barn,Salt Box Road,Guildford,Surrey,,GU4 7PX
247540052,Mast Site 78232,Salt Box Road,Guildford,Surrey,,GU4 7PX,COMMUNICATION STATION AND PREMISES,,"6,600","7,700","3,803.88",38.42,N,,,N,N,0,N,0,N,N,N,EE Ltd,EE Ltd,Avison Young,PO Box 6079,Wolverhampton,,WV1 9RA
247720321,32 Stringers Avenue,Guildford,Surrey,,,GU4 7NW,SHOP AND PREMISES,"5,100","5,800","6,600","3,293.40",0.00,N/A,,,Y,N,0,N,0,N,N,N,,,,,,,
247720341,34 Stringers Avenue,Guildford,Surrey,,,GU4 7NW,SHOP AND PREMISES,"3,850","7,100","8,300","4,092.06",49.64,N,,,N,N,0,N,0,N,N,N,The village barbers on the avenue ,34 Stringers Avenue,Guildford,Surrey,,,GU4 7NW
247720360,36 Stringers Avenue,Guildford,Surrey,,,GU4 7NW,SHOP AND PREMISES,"6,100","7,300","8,500","4,207.32",34.18,N,,,Y,N,0,N,0,N,N,N,Margnor Fasteners Ltd,36 Stringers Avenue,Guildford,Surrey,,,GU4 7NW
247720386,38 Stringers Avenue,Guildford,Surrey,,,GU4 7NW,SHOP AND PREMISES,"5,600","6,700","7,700","3,842.30",0.00,N,,,Y,N,0,N,0,N,N,N,James Woods Trading Ltd,14 Waterfields,West Clandon,Guildford,Surrey,,GU4 7TU
247720387,38A Stringers Avenue,Guildford,Surrey,,,GU4 7NW,SHOP AND PREMISES,"2,600","3,100","3,600","1,786.68",9.72,N,,,Y,N,0,N,0,N,N,N,Panache Pupz Ltd,38A Stringers Avenue,Guildford,Surrey,,,GU4 7NW
247780011,Communication Mast - SUR 226,Stringers Common,Guildford,Surrey,,GU1 1JR,COMMUNICATION STATION AND PREMISES,"5,500","7,400","8,100","4,041.90",0.00,N,,,N,N,0,N,0,N,N,N,Orange PCS Ltd,Avison Young,PO Box 6079,Wolverhampton,,,WV1 9RA
247900450,Telecommunication Mast at,Gravetts Lane Stables,Tangley Lane,Guildford,Surrey,GU3 3JY,COMMUNICATION STATION AND PREMISES,"5,900","7,900","8,800","4,391.20",0.00,N,,,N,N,0,N,0,N,N,N,Vodafone Ltd,CTIL Rate Account Management,Colliers International  Rating UK LLP,P O Box 4406,Interface Business Park,Swindon,SN4 4RQ
248380141,White Hart,White Hart Lane,Wood Street Village,Guildford,Surrey,GU3 3DZ,PUBLIC HOUSE AND PREMISES,"34,300","88,500","51,900","28,337.40",0.00,N,,,N,N,0,N,0,N,N,Y,Godalming Pubs Limited,White Hart,White Hart Lane,Wood Street Village,Guildford,Surrey,GU3 3DZ
248500012,Ellis Yard LLP,Whitmoor Common,Worplesdon,Guildford,Surrey,GU3 3RP,LAND USED FOR STORAGE AND PREMISES,"2,075","2,450","2,900","1,412.05",35.05,Y,14/12/2021,Other,N,N,0,N,0,N,N,N,Ellis Yard LLP,Pound Cottage,Sutton Green Road,Sutton Green,Guildford,Surrey,GU4 7QD
248500013,R/o Garage,Coalman Haulage Yard,Whitmoor Common,Worplesdon,Guildford Surrey,GU3 3RP,LAND USED FOR STORAGE AND PREMISES,415,730,880,420.73,18.39,N,,,Y,N,0,N,0,N,N,N,Lycett Scaffolding Ltd,35 St Pauls Close,Tongham,Farnham,,,GU10 1EN
248500211,Mount Pleasant,Whitmoor Common,Worplesdon,Guildford,Surrey,GU3 3RP,LAND USED FOR STORAGE AND PREMISES,"16,750","19,250","23,000","11,477.00",0.00,N,,,N,N,0,N,0,N,N,N,Film Transport.com Limited,Mount Pleasant,Whitmoor Common,Worplesdon,Guildford,Surrey,GU3 3RP
248740020,Wood Street Infant School,Wood Street Village,Guildford,Surrey,,GU3 3ET,SCHOOL AND PREMISES,"20,500","24,000","25,750","12,849.25",0.00,N,,,N,N,0,N,0,N,N,N,Surrey County Council,,,,,,
248740060,Buildings At,Wood Street Village,Guildford,Surrey,,GU3 3ET,STORE AND PREMISES,"3,650","3,650","3,950","1,971.05",0.00,N/A,,,Y,N,0,N,0,N,N,N,,,,,,,
248800050,Christopher Robin Day Nursery,Wood Street Green,Wood Street Village,Guildford,Surrey,GU3 3ET,DAY NURSERY AND PREMISES,"15,750","39,750","37,750","18,837.25",0.00,N,,,N,N,0,N,0,N,N,N,Penates Properties Ltd T/a Christopher Robin Day Nurseries,Elmdon House,116 London Road,Guildford,Surrey,,GU1 1TN
248800301,Steadmans Mead,30 Wood Street Green,Wood Street Village,Guildford,Surrey,GU3 3EU,RIDING STABLES AND PREMISES,"3,500","6,200","6,000","2,994.00",0.00,N/A,,,Y,N,0,N,0,N,N,N,,,,,,,
248800441,Woodland Farm Nursery,Wood Street Green,Wood Street Village,Guildford,,GU3 3DU,LAND USED FOR STORAGE AND PREMISES,"5,300","6,500","7,700","3,746.25",96.05,N/A,,,Y,N,0,N,0,N,N,N,,,,,,,
310010021,Beneath Black Horse House,Alexandra Terrace,Guildford,Surrey,,GU1 3DA,CAR PARK AND PREMISES,"14,500","18,000","16,250","8,108.75",0.00,N,,,N,N,0,N,0,N,N,N,Connaught House Holdings Ltd,,,,,,
310010032,Guildford Harbour Hotel,3 Alexandra Terrace,Guildford,Surrey,,GU1 3DA,Hotel and Premises,"367,200","387,000","561,000","306,306.00",0.00,N,,,N,N,0,N,0,N,N,N,RMH (Guildford) LLP,Guildford Harbour Hotel,3 Alexandra Terrace,Guildford,Surrey,,GU1 3DA
310130341,Scout Hut,Artillery Terrace,Guildford,Surrey,,GU1 4NL,HALL AND PREMISES,"2,350","2,350","3,900","1,354.41",591.69,N,,,N,Y,80,Y,20,N,N,N,St Saviours Guildford Scout Gp,,,,,,
310250190,Guildford Auction Rooms,Bedford Road,Guildford,Surrey,,GU1 4SJ,WAREHOUSE AND PREMISES,"22,500","22,500","24,750","12,350.25",0.00,N,,,N,N,0,N,0,N,N,Y,Wellers Fine Art Ltd,Guildford Auction Rooms,Bedford Road,Guildford,Surrey,,GU1 4SJ
310250212,1st Floor,20 Bedford Road,Guildford,Surrey,,GU1 4SJ,OFFICES AND PREMISES,"23,500","25,000","32,250","16,092.75",0.00,N,,,N,N,0,N,0,N,N,N,Assesstech Ltd,First Floor St James House,20 Bedford Road,Guildford,,,GU1 4SJ
310250223,Odeon Cinema,Bedford Road,Guildford,Surrey,,GU1 4SJ,CINEMA AND PREMISES,"525,000","505,000","468,000","255,528.00",0.00,N,,,N,N,0,N,0,N,N,N,Odeon Cinemas Ltd,,,,,,
310250224,Old Orleans,Bedford Road,Guildford,Surrey,,GU1 4SJ,PUBLIC HOUSE AND PREMISES,"173,000","134,400","111,500","60,879.00",0.00,Y,15/09/2010,,N,N,0,N,0,N,N,N,Guildford Borough Council,Millmead House,Millmead,Guildford,Surrey,,GU2 4BB
310250225,Unit A,St James House,Bedford Road,Guildford,Surrey,GU1 4SJ,SHOP AND PREMISES,"19,250","19,250","22,000","10,978.00",0.00,N/A,,,N,N,0,N,0,N,N,Y,,,,,,,
310250226,Unit B St James House,Bedford Road,Guildford,Surrey,,GU1 4SJ,SHOP AND PREMISES,"17,500","17,500","19,750","9,855.25",0.00,N,,,N,N,0,N,0,N,N,Y,Tymz Group Limited,Unit B St James House,Bedford Road,Guildford,Surrey,,GU1 4SJ
310250233,2nd Floor,20 Bedford Road,Guildford,Surrey,,GU1 4SJ,OFFICES AND PREMISES,"23,500","26,000","33,250","16,591.75",0.00,N,,,N,N,0,N,0,N,N,N,Soak and Sleep Limited,2nd Floor,20 Bedford Road,Guildford,Surrey,,GU1 4SJ
310250234,3rd Floor,20 Bedford Road,Guildford,Surrey,,GU1 4SJ,OFFICES AND PREMISES,"23,500","25,000","32,250","16,092.75",0.00,N,,,N,N,0,N,0,N,N,N,80:20 Communications Ltd,3rd Floor,20 Bedford Road,Guildford,Surrey,,GU1 4SJ
310250235,4th Floor,20 Bedford Road,Guildford,Surrey,,GU1 4SJ,OFFICES AND PREMISES,"24,750","26,750","34,250","17,090.75",0.00,N,,,N,N,0,N,0,N,N,N,Ideal Health Consultants Ltd,4th & 5th Floors,St James House,20 Bedford Road,Guildford,,GU1 4SJ
310250236,5th Floor,20 Bedford Road,Guildford,Surrey,,GU1 4SJ,OFFICES AND PREMISES,"14,750","14,250","17,000","8,212.92",270.08,N,,,N,N,0,N,0,N,N,N,Assesstech Ltd,First Floor St James House,20 Bedford Road,Guildford,,,GU1 4SJ
310250340,"Shopmobility, Level 3 Car Park",Bedford Road,Guildford,Surrey,,GU1 4SJ,OFFICES AND PREMISES,"18,250","12,250","13,500","6,736.50",0.00,N,,,N,Y,80,Y,20,N,N,N,Age UK Surrey,The Clockhouse,Age UK Surrey,Chapel Lane,Milford,Surrey,GU8 5EZ
310250350,Multi Storey Car Park,Bedford Road,Guildford,Surrey,,GU1 4SJ,CAR PARK AND PREMISES,"570,000","725,000","670,000","365,820.00",0.00,N,,,N,N,0,N,0,N,N,N,Guildford Borough Council,Millmead House,Millmead,Guildford,Surrey,,GU2 4BB
310250360,Surface Car Park,Bedford Road,Guildford,Surrey,,GU1 4SJ,CAR PARK AND PREMISES,"66,000","82,500","85,000","46,410.00",0.00,N,,,N,N,0,N,0,N,N,N,Guildford Borough Council,Millmead House,Millmead,Guildford,Surrey,,GU2 4BB
310250390,Crown Court,Bedford Road,Guildford,Surrey,,GU1 1SJ,LAW COURT AND PREMISES,"400,000","350,000","395,000","215,670.00",0.00,N,,,N,N,0,N,0,N,N,N,Her Majestys Courts Service (HMCS),Birmingham Finance & PO Team,Birmingham Magistrates Court,Old Post Room,Corporation Street,Birmingham,B4 6QA
310250453,New House,Bedford Road,Guildford,Surrey,,GU1 1SJ,OFFICES AND PREMISES,,"62,000","71,500","39,039.00",0.00,N,,,N,N,0,N,0,N,N,N,The Boileroom (Guildford) C.I.C. (formerly The Boileroom (Guildford) Limited),New House,Bedford Road,Guildford,Surrey,,GU1 1SJ
310310022,Lower Ground Floor,Blenheim House,Bridge Street,Guildford,,GU1 4RY,OFFICES AND PREMISES,"21,500","23,250","29,750","14,845.25",0.00,N,,,N,N,0,N,0,N,N,Y,Guildford Jiu Jitsu,4 Kingsbridge End,Hook,Hampshire,,,RG27 9QQ
310310024,"Ground, First, Second & Third Floors",Blenheim House,Bridge Street,Guildford,,GU1 4RY,OFFICES AND PREMISES,"127,000","191,000","224,000","122,304.00",0.00,N,,,N,N,0,N,0,N,N,N,Stackhouse Poland Ltd,Gerald Eve LLP,35 Kings Hill Avenue,West Malling,,,ME19 4DN
310310045,Bar Thirteen,13-15 Bridge Street,Guildford,,,GU1 4RY,PUBLIC HOUSE AND PREMISES,"85,600","108,000","106,000","57,876.00",0.00,N,,,N,N,0,N,0,N,N,Y,Epic Bars Guildford Ltd,13 St Georges Road,Cheltenham,,,,GL50 3DT
310310050,5 Bridge Street,Guildford,Surrey,,,GU1 4RY,SHOP AND PREMISES,"15,500","15,500","17,500","8,732.50",0.00,N,,,N,N,0,N,0,N,N,Y,Mac & Phones Ltd,5 Bridge Street,Guildford,Surrey,,,GU1 4RY
310310075,7-9 Bridge Street,Guildford,Surrey,,,GU1 4RY,SHOP AND PREMISES,"60,500","60,500","63,500","34,671.00",0.00,N,,,N,N,0,N,0,N,N,N,Tesco Stores Ltd,,,,,,
310310076,Academy Of Comtemporary Music,11 Bridge Street,Guildford,Surrey,,GU1 4RY,EDUCATIONAL CENTRE AND PREMISES,"21,250","45,250","56,000","30,576.00",0.00,N,,,N,N,0,N,0,N,N,N,ACM Commercial Ltd,Rodborough Building,Bridge Street,Guildford,,,GU1 4SB
310310083,PJ HiFi,3 Bridge Street,Guildford,Surrey,,GU1 4RY,SHOP AND PREMISES,"10,000","10,000","11,500","5,738.50",0.00,N,,,N,N,0,N,0,N,N,Y,P J Hi-fi Ltd,PJ HiFi,3 Bridge Street,Guildford,Surrey,,GU1 4RY
310310100,1 The Quadrant,Bridge Street,Guildford,,,GU1 4SG,SHOP AND PREMISES,"13,750","13,750","15,500","7,734.50",0.00,N,,,N,N,0,N,0,N,N,Y,Dream Oyster Ltd,1 The Quadrant,Bridge Street,Guildford,,,GU1 4SG
310370021,Upper Level spaces 26-56,Car Park At Dolphin House,Chertsey Street,Guildford,Surrey,GU1 4JS,CAR PARK AND PREMISES,"24,750","17,250","16,000","7,984.00",0.00,N,,,N,N,0,N,0,N,N,N,Edenrise Properties Ltd,2nd Floor O.Neal Marketing Ass Blding,P O Box 3174 Wickhams Cay II,Road Town,Tortola  VG1110,British Virgin Isles,
310370022,Top Car Park (25 Car Spaces),Car Park at Dolphin House,Chertsey Street,Guildford,Surrey,GU1 4JS,CAR PARK AND PREMISES,"18,500","13,000","12,000","5,988.00",0.00,N,,,N,N,0,N,0,N,N,N,Edenrise Properties Ltd,2nd Floor ONeal Marketing Ass Blding,P O Box 3174 Wickhams Cay II,Road Town,Tortola  VG1110,British Virgin Isles,
310370081,8 Chertsey Street,Guildford,Surrey,,,GU1 4HD,SHOP AND PREMISES,"28,000","28,000","23,500","11,726.50",0.00,N,,,N,N,0,N,0,N,N,Y,The Kitchen Store Ltd,Alan Margetts Esq,Unit 5 Dominion Trade Centre,Dominion Way West,Worthing,West Sussex,BN14 8NT
